decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec
35,335.733333333325,78,1,95,0,0,1,2,0.0009993
36,343.82222222221,77,1,94,0,0,1,2,0
37,345.822222222209,76,1,94,0,0,1,2,0.0010001
38,355.911111111093,75,1,94,0,0,1,4,0.0010118
39,363.955555555533,75,1,94,0,0,1,1,0.0020321
40,374.044444444417,75,1,95,0,0,1,1,0
41,376.044444444416,74,1,95,0,1,0,2,0.001
42,384.133333333301,74,1,95,0,0,1,2,0.0019694
43,394.222222222185,74,1,96,0,1,0,3,0.0009999
44,416.266666666619,76,1,94,1,1,0,1,0.0030261
45,424.399999999948,74,1,94,1,0,1,3,0.0019679
46,436.399999999943,75,1,94,0,0,1,1,0.0009665
47,444.533333333272,75,1,93,0,0,1,3,0
48,454.622222222156,75,1,93,0,0,1,1,0
49,456.533333333266,74,1,93,0,0,1,2,0
50,464.71111111104,74,1,93,0,0,1,3,0
51,474.799999999924,74,1,93,0,0,1,1,0.0009696
52,476.66666666659,73,1,93,0,0,1,1,0.001
53,494.933333333248,73,1,93,0,1,0,3,0.0010049
54,496.799999999913,74,1,93,0,0,1,2,0
55,505.022222222132,73,1,92,1,0,1,3,0.0010024
56,516.888888888799,75,1,96,0,0,1,3,0.0009974
57,535.111111111036,76,1,96,0,0,1,1,0
58,536.933333333259,75,1,95,1,0,1,3,0.0019998
59,546.977777777712,75,1,95,0,0,1,1,0.0010289
60,557.022222222164,75,1,95,0,0,1,1,0.0019704
61,565.155555555504,74,1,95,0,0,1,1,0
62,575.199999999956,73,1,96,0,0,1,1,0.0009932
63,577.066666666625,73,1,96,0,0,1,1,0.0010015
64,587.111111111077,72,1,96,0,1,0,3,0.0010002
65,605.244444444425,74,1,97,0,0,1,2,0.0009701
66,617.155555555545,74,1,96,1,0,1,1,0.0029634
67,635.288888888893,75,1,96,1,0,1,2,0.0029734
68,647.200000000014,75,1,96,0,1,0,2,0.0009967
69,657.244444444466,75,1,96,0,1,0,1,0
70,665.333333333361,74,1,96,0,0,1,2,0.0010035
71,667.288888888919,73,1,96,0,1,0,1,0
72,675.377777777814,73,1,96,0,0,1,2,0.0009728
73,677.333333333371,72,1,96,0,0,1,2,0.0010274
74,685.422222222266,72,1,95,0,1,0,4,0.0009939
75,695.466666666719,73,1,95,0,1,0,2,0.0010371
76,707.377777777839,74,1,93,1,1,0,2,0.0019705
77,715.511111111179,74,1,94,0,1,0,1,0.0009982
78,717.422222222292,74,1,94,0,0,1,1,0.0010171
79,735.55555555564,74,1,93,1,0,1,2,0.0019732
80,737.466666666752,74,1,93,0,0,1,3,0.0010009
81,745.600000000092,73,1,94,0,0,1,2,0.0010063
82,747.511111111205,72,1,94,0,0,1,1,0.0010012
83,757.555555555657,72,1,93,0,0,1,1,0
84,765.644444444552,72,1,94,0,0,1,1,0.0010002
85,777.600000000117,72,1,94,0,1,0,3,0.0010304
86,785.688888889013,73,1,95,0,0,1,4,0.000998
87,807.644444444586,74,1,94,1,0,1,2,0.0015378
88,817.688888889038,73,1,95,0,0,1,1,0.0009968
89,825.733333333489,73,1,95,0,1,0,2,0.0010304
90,837.733333333499,74,1,95,0,0,1,1,0.0009994
91,845.777777777949,74,1,94,1,0,1,2,0.0020007
92,847.777777777951,73,1,94,0,0,1,2,0
93,857.822222222404,73,1,94,0,1,0,3,0.0009906
94,865.82222222241,75,1,95,0,0,1,3,0
95,885.86666666687,75,1,95,0,1,0,3,0.0010001
96,887.866666666872,74,1,94,1,0,1,2,0.0020012
97,895.911111111323,73,1,95,0,0,1,2,0.0009993
98,907.911111111332,73,1,95,0,0,1,3,0.0009765
99,917.955555555785,73,1,95,0,0,1,2,0.0010005
100,928.000000000237,73,1,94,0,0,1,1,0.0009989
101,935.955555555799,73,1,94,0,1,0,3,0.0009634
102,948.044444444698,74,1,94,0,0,1,2,0.001002
103,956.000000000259,73,1,94,0,1,0,2,0.0009998
104,978.088888889166,75,1,95,0,1,0,3,0.0010364
105,996.044444444736,77,1,95,1,1,0,2,0.0019689
106,1008.13333333363,77,1,96,0,1,0,2,0.0009682
107,1016.0888888892,78,1,96,0,0,1,1,0.0009994
108,1036.13333333366,78,1,96,0,0,1,2,0.0009998
109,1038.1777777781,78,1,96,0,0,1,1,0.001
110,1058.22222222256,78,1,96,0,1,0,3,0.0009991
111,1066.17777777812,79,1,95,0,0,1,3,0.0010009
112,1068.26666666702,78,1,94,1,0,1,1,0.0020001
113,1076.22222222258,78,1,94,0,1,0,2,0.0009993
114,1088.31111111148,78,1,94,0,0,1,1,0
115,1106.26666666705,79,1,94,0,1,0,2,0.0009997
116,1108.35555555594,79,1,93,0,0,1,2,0.0009665
117,1128.4000000004,79,1,94,0,0,1,2,0.0009995
118,1138.44444444485,79,1,94,0,0,1,1,0.0010295
119,1146.31111111152,79,1,93,1,0,1,1,0.001997
120,1156.35555555597,79,1,93,0,0,1,1,0.0009696
121,1168.48888888932,79,1,92,1,0,1,2,0.0020007
122,1176.40000000043,78,1,92,0,0,1,3,0.0009976
123,1178.53333333377,78,1,92,0,0,1,1,0.0009999
124,1188.57777777822,78,1,92,0,0,1,2,0
125,1196.4444444449,77,1,92,0,1,0,3,0.0019705
126,1206.48888888935,78,1,92,0,1,0,2,0.0009931
127,1208.62222222268,78,1,92,0,1,0,2,0.0010002
128,1226.53333333381,80,1,92,0,1,0,2,0.0009997
129,1228.66666666714,80,1,92,0,1,0,2,0.0010037
130,1238.7111111116,81,1,92,0,1,0,2,0
131,1246.57777777827,82,1,93,1,1,0,1,0.001995
132,1256.62222222272,82,1,94,0,1,0,1,0.0010299
133,1266.66666666717,81,1,94,0,0,1,2,0.001005
134,1268.75555555606,82,1,95,0,1,0,2,0.0009994
135,1288.80000000052,83,1,94,0,1,0,2,0.0010009
136,1296.71111111164,84,1,95,0,0,1,3,0.0010103
137,1308.84444444498,84,1,94,1,1,0,2,0.0040127
138,1326.75555555611,85,1,93,0,0,1,1,0.0020298
139,1328.88888888945,84,1,94,0,0,1,2,0.0010003
140,1338.9333333339,84,1,94,0,1,0,2,0.0009717
141,1346.80000000057,83,1,93,0,0,1,2,0.0009954
142,1348.97777777835,83,1,94,0,0,1,1,0.000999
143,1356.84444444502,82,1,93,1,1,0,1,0.0020001
144,1366.88888888948,82,1,93,0,0,1,1,0.0019993
145,1369.02222222281,81,1,93,0,0,1,2,0.0010006
146,1386.93333333394,82,1,95,0,1,0,1,0.0009999
147,1389.06666666727,81,1,95,0,0,1,3,0.0010013
148,1409.11111111173,82,1,95,1,1,0,1,0.0030307
149,1416.9777777784,82,1,96,0,0,1,2,0.0009998
150,1427.02222222286,81,1,96,0,1,0,1,0.0010281
151,1429.15555555619,82,1,97,0,0,1,2,0
152,1447.06666666732,82,1,97,0,1,0,1,0.0010011
153,1449.20000000065,82,1,97,0,0,1,2,0
154,1457.11111111177,82,1,95,1,1,0,1,0.0009953
155,1459.2444444451,81,1,95,0,0,1,3,0.0010008
156,1467.15555555622,81,1,95,0,0,1,2,0.0010016
157,1477.20000000067,81,1,95,0,1,0,1,0.000995
158,1479.28888888956,80,1,95,0,1,0,3,0
159,1487.24444444513,80,1,95,0,0,1,1,0.0010313
160,1507.28888888959,80,1,96,0,1,0,3,0.001004
161,1509.33333333403,81,1,96,0,1,0,2,0.002002
162,1517.33333333404,81,1,96,1,0,1,1,0.0010012
163,1527.37777777849,81,1,97,0,1,0,1,0.0010008
164,1547.42222222295,82,1,97,0,1,0,2,0.0009994
165,1549.37777777851,81,1,97,1,1,0,3,0.0019998
166,1557.4666666674,80,1,97,0,1,0,1,0.0010001
167,1559.42222222296,79,1,97,0,1,0,1,0.0010013
168,1567.51111111186,79,1,98,0,0,1,1,0.0010012
169,1569.46666666741,78,1,98,0,1,0,2,0.0009995
170,1589.51111111187,78,1,97,0,1,0,1,0.0015074
171,1597.55555555633,78,1,96,0,0,1,2,0.0010022
172,1607.60000000078,78,1,95,1,0,1,2,0.0029874
173,1617.64444444523,78,1,95,0,0,1,2,0.0009995
174,1619.55555555634,76,1,95,0,0,1,1,0.0019855
175,1637.68888888969,78,1,94,0,1,0,2,0.001002
176,1639.6000000008,77,1,94,0,0,1,1,0.0010012
177,1647.73333333414,77,1,95,0,0,1,2,0.0010012
178,1657.7777777786,76,1,95,0,1,0,2,0.0019923
179,1669.64444444527,77,1,95,0,0,1,3,0.0009993
180,1677.82222222306,77,1,95,1,0,1,1,0.0039981
181,1679.68888888972,76,1,95,0,0,1,2,0.0040007
182,1697.86666666752,77,1,98,0,0,1,1,0.0030034
183,1699.73333333418,76,1,97,1,0,1,2,0.0040045
184,1709.77777777864,76,1,97,0,0,1,1,0.0020056
185,1717.91111111198,76,1,98,0,0,1,3,0.0030013
186,1719.82222222309,75,1,98,0,0,1,2,0.0010002
187,1729.86666666754,75,1,98,0,1,0,2,0.0020004
188,1737.95555555644,75,1,98,0,1,0,2,0.0019957
189,1758.0000000009,77,1,98,0,1,0,3,0.0010049
190,1759.91111111201,77,1,98,0,1,0,2,0.0010034
191,1778.04444444536,79,1,97,1,0,1,2,0.0019956
192,1779.95555555647,78,1,97,0,1,0,1,0.0020003
193,1788.08888888981,79,1,97,0,1,0,1,0.0009979
194,1798.13333333426,79,1,96,0,0,1,2,0.0020033
195,1810.00000000094,79,1,96,0,1,0,1,0.0019996
196,1820.04444444539,79,1,95,1,1,0,2,0.0019965
197,1828.17777777873,79,1,95,0,0,1,2,0.001997
198,1840.08888888985,79,1,95,0,0,1,3,0.0009997
199,1848.22222222319,79,1,95,0,1,0,3,0.0020017
200,1850.1333333343,79,1,96,0,0,1,1,0.0009996
201,1860.17777777876,79,1,96,0,1,0,1,0.0010016
202,1878.26666666766,80,1,97,0,1,0,3,0.0009977
203,1880.22222222322,80,1,97,0,0,1,2,0.0009983
204,1890.26666666767,80,1,97,0,0,1,3,0.0009996
205,1908.31111111213,80,1,96,1,0,1,2,0.0020014
206,1918.35555555658,80,1,95,0,0,1,1,0.0009994
207,1920.31111111214,79,1,95,0,1,0,2,0.0010008
208,1938.40000000104,81,1,95,0,1,0,2,0.0009989
209,1950.35555555661,82,1,94,0,0,1,1,0.0010003
210,1958.4444444455,82,1,95,0,1,0,2,0.0009984
211,1970.40000000107,83,1,95,0,0,1,1,0.0010026
212,1978.48888888996,82,1,97,0,1,0,2,0.0009994
213,1980.44444444552,82,1,96,1,0,1,1,0.0019693
214,1990.48888888997,82,1,97,0,1,0,1,0.0019735
215,2008.53333333443,83,1,97,0,1,0,2,0.0019853
216,2010.53333333443,83,1,97,0,0,1,1,0.0020004
217,2030.57777777889,85,1,98,0,1,0,2,0.0009758
218,2038.5777777789,85,1,97,0,0,1,1,0.0009997
219,2040.62222222334,85,1,98,0,1,0,2,0.0009973
220,2048.62222222335,84,1,97,1,0,1,1,0.0029774
221,2050.71111111223,84,1,97,0,1,0,1,0.0009766
222,2068.75555555659,85,1,97,0,0,1,1,0.0010362
223,2070.84444444547,84,1,96,1,0,1,1,0.0029998
224,2080.93333333432,84,1,97,0,0,1,1,0.0009764
225,2088.88888888984,84,1,97,0,0,1,3,0
226,2091.02222222316,83,1,97,0,0,1,3,0.0009969
227,2098.97777777869,83,1,97,0,1,0,1,0.001
228,2101.11111111201,83,1,97,0,1,0,1,0.0009965
229,2119.11111111193,83,1,97,0,1,0,1,0.0010316
230,2121.24444444526,84,1,97,0,1,0,1,0.0009978
231,2129.20000000078,83,1,97,0,1,0,1,0.0009987
232,2131.3333333341,84,1,97,0,1,0,3,0.0009999
233,2139.28888888962,84,1,96,1,1,0,2,0.002034
234,2149.37777777847,84,1,97,0,0,1,2,0.0010004
235,2151.46666666735,82,1,96,1,1,0,1,0.0019959
236,2159.46666666731,83,1,96,0,0,1,2,0.0009999
237,2161.55555555619,81,1,97,0,0,1,1,0.0010049
238,2181.68888888944,82,1,96,0,0,1,1,0.0010273
239,2189.64444444496,83,1,96,0,0,1,2,0
240,2191.77777777828,82,1,96,0,0,1,1,0.0010084
241,2199.73333333381,81,1,96,0,1,0,2,0.0009989
242,2201.86666666713,82,1,96,0,0,1,2,0
243,2209.82222222265,81,1,96,1,0,1,1,0.0020009
244,2229.9555555559,80,1,95,0,1,0,1,0.00197
245,2232.04444444478,79,1,95,0,0,1,2,0
246,2242.13333333362,79,1,96,0,0,1,2,0
247,2250.08888888914,79,1,95,0,0,1,3,0.000969
248,2252.22222222247,78,1,95,0,1,0,2,0.0010302
249,2270.22222222239,80,1,95,0,0,1,2,0.0010002
250,2282.40000000012,80,1,94,1,1,0,2,0.0019861
251,2290.35555555564,81,1,96,0,1,0,1,0.0009996
252,2292.48888888896,82,1,96,0,1,0,3,0
253,2310.48888888888,82,1,95,1,0,1,1,0.0029987
254,2312.62222222221,81,1,96,0,0,1,2,0.0010318
255,2320.57777777773,81,1,97,0,0,1,3,0.0010023
256,2322.71111111105,80,1,97,0,0,1,3,0.0009977
257,2330.66666666657,80,1,97,0,1,0,1,0.001001
258,2342.8444444443,80,1,98,0,0,1,4,0.0009991
259,2352.93333333314,80,1,98,0,1,0,3,0.0009997
260,2360.84444444422,80,1,98,0,0,1,4,0.0009704
261,2380.97777777747,81,1,97,0,1,0,1,0.0010024
262,2391.06666666631,82,1,95,0,1,0,1,0.0019996
263,2411.19999999956,84,1,97,0,0,1,1,0.0009717
264,2423.2888888884,84,1,95,0,0,1,1,0.0010043
265,2441.37777777721,84,1,96,1,0,1,4,0.0020319
266,2451.46666666605,84,1,96,0,0,1,1,0.0009968
267,2453.46666666604,83,1,95,1,1,0,1,0.0010306
268,2463.55555555489,83,1,96,0,0,1,1,0.0009861
269,2473.64444444373,83,1,97,0,0,1,3,0.0009911
270,2481.6444444437,81,1,97,0,1,0,2,0.0010007
271,2491.73333333254,81,1,96,0,0,1,3,0.000999
272,2493.77777777698,82,1,96,0,0,1,1,0.0009977
273,2501.82222222139,80,1,96,0,0,1,2,0
274,2511.91111111024,80,1,94,1,1,0,2,0.0025104
275,2523.95555555463,82,1,93,0,1,0,2,0.002002
276,2534.04444444347,82,1,92,1,0,1,1,0.001
277,2544.13333333232,82,1,93,0,0,1,2,0.0009989
278,2552.13333333228,80,1,94,0,1,0,5,0.0009984
279,2554.22222222116,81,1,94,0,0,1,2,0.0009978
280,2562.22222222113,78,1,94,0,0,1,1,0.0019978
281,2582.35555555438,80,1,94,0,0,1,2,0.0010048
282,2584.39999999881,79,1,94,0,0,1,1,0.0010019
283,2594.48888888766,79,1,95,0,1,0,2,0.001999
284,2612.53333333202,80,1,95,0,1,0,2,0.0010003
285,2614.6222222209,80,1,95,0,0,1,1,0.0009977
286,2632.66666666527,81,1,96,0,1,0,2,0.001
287,2634.75555555415,81,1,95,1,0,1,3,0.0020017
288,2654.8888888874,82,1,95,0,1,0,1,0.0010001
289,2664.97777777624,82,1,95,0,0,1,2,0.0009973
290,2675.06666666509,82,1,95,0,0,1,2,0.0009996
291,2682.93333333172,81,1,94,1,1,0,2,0.0020029
292,2695.19999999833,81,1,94,0,1,0,2,0.0009979
293,2703.06666666496,81,1,94,0,1,0,2,0.0010018
294,2705.28888888718,82,1,95,0,1,0,1,0.0010005
295,2723.19999999821,84,1,95,0,0,1,3,0.002004
296,2733.28888888706,84,1,94,0,0,1,2,0.0009998
297,2735.46666666482,83,1,93,1,0,1,1,0.000999
298,2753.4222222203,84,1,95,0,1,0,2,0.0009976
299,2755.59999999807,84,1,96,0,0,1,1,0.0010038
300,2765.68888888692,84,1,96,0,0,1,1,0.0010026
301,2773.55555555355,83,1,96,0,1,0,1,0.0009957
302,2785.82222222016,84,1,97,0,1,0,2,0.0010001
303,2793.6888888868,85,1,95,1,1,0,1,0.0019957
304,2805.95555555341,85,1,95,0,1,0,2,0.0010006
305,2813.82222222004,85,1,95,0,1,0,2,0.0019987
306,2816.04444444225,84,1,94,1,0,1,1,0.003005
307,2826.1333333311,85,1,95,0,1,0,1,0.0010016
308,2833.95555555329,85,1,95,0,0,1,1,0.0009972
309,2836.22222221995,84,1,95,0,0,1,1,0.0009999
310,2846.31111110879,84,1,95,0,1,0,4,0.0010001
311,2864.13333333094,85,1,94,0,0,1,2,0.0009999
312,2866.44444444204,84,1,94,0,1,0,2,0.0009967
313,2884.26666666418,86,1,94,0,0,1,1,0.0010053
314,2886.57777777528,85,1,94,0,1,0,2,0.0009936
315,2894.35555555303,86,1,94,0,1,0,2,0.0009683
316,2904.44444444187,87,1,93,0,1,0,1,0.0010008
317,2906.71111110853,87,1,92,1,0,1,2,0.0020031
318,2916.79999999737,87,1,93,0,0,1,1,0.000999
319,2924.57777777512,85,1,92,1,1,0,2,0.0025757
320,2926.88888888622,85,1,93,0,0,1,1,0.0010012
321,2934.66666666396,84,1,93,0,0,1,2,0.0020268
322,2936.97777777507,83,1,91,0,1,0,2,0.0019788
323,2954.79999999721,84,1,91,0,0,1,1,0.0009691
324,2964.88888888606,84,1,91,0,0,1,2,0.00097
325,2977.19999999711,85,1,92,0,1,0,1,0
326,2985.0222222193,86,1,92,0,0,1,1,0.0009993
327,2995.11111110815,85,1,91,0,1,0,2,0.0019999
328,2997.33333333036,86,1,91,0,0,1,1,0.0010029
329,3015.24444444139,86,1,92,0,1,0,2,0.0009994
330,3017.46666666361,86,1,92,0,1,0,1,0.0010005
331,3025.33333333024,87,1,96,1,1,0,1,0.0019999
332,3027.55555555245,86,1,97,0,1,0,1,0.0010022
333,3037.6444444413,86,1,96,0,1,0,1,0.0009978
334,3045.46666666349,87,1,96,0,0,1,2,0.0009971
335,3047.73333333014,86,1,95,1,1,0,1,0.0010027
336,3055.55555555233,84,1,95,0,0,1,2,0
337,3067.86666666339,86,1,95,0,0,1,1,0.0010013
338,3075.68888888558,84,1,95,0,1,0,4,0.0010037
339,3077.95555555223,86,1,95,0,1,0,4,0
340,3088.04444444108,86,1,95,0,1,0,1,0.0070277
341,3095.82222221882,86,1,95,0,1,0,2,0.0010347
342,3098.13333332992,86,1,95,0,1,0,1,0.0009984
343,3108.22222221877,86,1,95,1,1,0,1,0.0020005
344,3115.95555555207,86,1,95,0,1,0,2,0.0010063
345,3118.31111110762,86,1,95,0,1,0,1,0.0019965
346,3128.39999999646,86,1,96,0,0,1,1,0.0020012
347,3146.13333332972,87,1,95,1,0,1,3,0.0030001
348,3156.22222221856,86,1,95,0,0,1,2,0.0009979
349,3168.62222221851,87,1,95,0,1,0,1,0.0010046
350,3176.35555555181,86,1,96,0,0,1,2,0.0020012
351,3178.71111110735,85,1,96,0,1,0,3,0.0009985
352,3188.7999999962,86,1,95,0,0,1,2,0.0010006
353,3198.88888888505,86,1,95,1,0,1,3,0.0020238
354,3206.53333332946,86,1,95,0,1,0,3,0.0009989
355,3208.97777777389,86,1,95,0,0,1,1,0.001008
356,3219.06666666274,86,1,95,0,1,0,1,0.0010286
357,3226.6666666627,86,1,96,0,1,0,2,0.0010306
358,3229.15555555158,86,1,95,0,0,1,2,0.0010285
359,3246.79999999595,86,1,95,0,1,0,2,0.0019685
360,3259.33333332923,87,1,95,0,0,1,1,0
361,3276.9777777736,89,1,96,0,0,1,1,0.0010006
362,3279.46666666247,88,1,96,0,0,1,1,0.0010307
363,3317.19999999565,88,1,95,1,0,1,2,0.002002
364,3319.68888888452,88,1,94,1,0,1,1,0.0020309
365,3329.77777777337,88,1,94,0,1,0,3,0.0010298
366,3337.33333332889,85,1,95,0,0,1,2,0.0009992
367,3339.86666666221,86,1,94,0,0,1,2,0.0009989
368,3349.95555555106,86,1,94,0,0,1,1,0.0010207
369,3357.46666666214,87,1,95,0,1,0,1,0.0019743
370,3360.0444444399,87,1,95,0,0,1,2,0.0020012
371,3367.55555555098,87,1,95,0,1,0,3,0.0010314
372,3370.13333332875,86,1,95,0,0,1,3,0.0019686
373,3387.68888888423,90,1,96,0,1,0,2,0.0010028
374,3397.77777777307,90,1,95,1,0,1,2,0.0030042
375,3410.3555555508,91,1,95,1,0,1,2,0.0039697
376,3417.91111110632,90,1,95,0,0,1,1,0.0009716
377,3430.48888888404,90,1,95,0,0,1,1,0.0009669
378,3438.04444443957,90,1,96,0,0,1,2,0.0010013
379,3448.13333332841,90,1,96,0,0,1,1,0.0009994
380,3450.62222221729,89,1,96,0,1,0,1,0.0010305
381,3460.71111110614,89,1,96,0,0,1,1,0.0010008
382,3478.31111110606,89,1,97,0,1,0,1,0.0009994
383,3480.84444443938,89,1,97,0,1,0,3,0.0010034
384,3490.93333332823,89,1,95,1,0,1,2,0.0030338
385,3498.44444443931,85,1,95,0,1,0,3,0.0009689
386,3511.06666666147,88,1,95,0,0,1,2,0.0010284
387,3521.15555555032,88,1,95,0,1,0,1,0.0009994
388,3531.24444443916,88,1,95,0,1,0,1,0.0010332
389,3538.66666666136,88,1,94,1,1,0,2,0.0019683
390,3541.33333332801,87,1,94,0,1,0,2,0.0019691
391,3548.7555555502,88,1,94,0,0,1,1,0.0009989
392,3568.88888888345,89,1,94,0,0,1,2,0.00103
393,3571.51111110566,89,1,95,0,1,0,2,0.0010001
394,3578.97777777229,89,1,95,0,0,1,2,0
395,3589.06666666114,89,1,95,0,0,1,2,0.0010024
396,3599.15555554998,89,1,94,1,0,1,2,0.0019693
397,3601.68888888331,88,1,95,0,1,0,1,0.001
398,3619.28888888323,90,1,95,0,1,0,1,0.0009949
399,3621.82222221655,89,1,94,1,1,0,1,0.002034
400,3629.37777777207,88,1,94,0,0,1,3,0.000998
401,3631.9111111054,87,1,93,0,1,0,1,0.0009993
402,3649.51111110532,87,1,94,0,0,1,1,0.0010011
403,3652.04444443864,87,1,94,0,0,1,1,0
404,3662.13333332749,86,1,94,0,1,0,4,0.0020005
405,3669.64444443857,87,1,94,0,0,1,1,0.0009681
406,3672.22222221633,86,1,94,0,1,0,3,0.0010003
407,3682.31111110518,87,1,93,1,1,0,1,0.0020035
408,3689.77777777181,87,1,94,0,1,0,2,0.0019708
409,3692.39999999402,87,1,94,0,1,0,1,0.0010311
410,3702.48888888287,87,1,95,0,0,1,2,0.001
411,3712.57777777171,87,1,95,0,0,1,2,0.0010264
412,3719.95555554946,86,1,94,1,1,0,2,0.0019994
413,3730.04444443831,86,1,94,0,1,0,3,0.0020309
414,3740.13333332715,86,1,94,0,0,1,2,0.0009947
415,3752.79999999376,86,1,94,0,0,1,2,0.0009998
416,3770.3111111048,87,1,94,0,1,0,2,0.0010009
417,3780.39999999364,88,1,94,0,1,0,2,0.0019949
418,3782.97777777141,88,1,94,0,1,0,2,0.0010001
419,3790.48888888249,89,1,94,0,1,0,2,0.0009977
420,3793.06666666026,89,1,94,0,1,0,2,0.002005
421,3820.66666666014,91,1,95,0,1,0,2,0.0010001
422,3840.79999999338,93,1,94,0,1,0,1,0.0009952
423,3843.33333332671,93,1,93,0,0,1,1,0.0009971
424,3853.42222221555,93,1,94,0,1,0,1,0
425,3860.93333332663,93,1,94,1,0,1,1,0.002513
426,3863.5111111044,92,1,94,1,0,1,2,0.0019975
427,3871.02222221547,92,1,93,0,0,1,2,0.0009996
428,3873.59999999324,91,1,93,0,0,1,2,0.0010315
429,3883.68888888209,91,1,93,0,1,0,2,0
430,3901.19999999312,91,1,93,0,1,0,2,0.0010044
431,3903.82222221533,90,1,93,0,0,1,1,0
432,3913.91111110418,90,1,96,0,0,1,2,0.0019691
433,3921.33333332637,90,1,96,0,0,1,1,0
434,3923.99999999302,89,1,96,0,1,0,2,0.0009981
435,3941.46666665961,91,1,97,0,0,1,2,0.0010022
436,3951.55555554846,91,1,96,0,0,1,2,0
437,3961.64444443731,90,1,96,1,1,0,1,0.0030005
438,3964.22222221507,90,1,95,1,0,1,1,0.0020296
439,3981.77777777055,90,1,95,0,0,1,2,0.0019902
440,3984.35555554832,89,1,94,0,0,1,1,0
441,3994.44444443716,89,1,94,0,0,1,1,0.0010004
442,4001.9111111038,89,1,94,0,0,1,1,0.0020004
443,4004.53333332601,88,1,94,0,1,0,3,0.0009986
444,4011.99999999264,89,1,94,0,0,1,2,0.0009954
445,4014.62222221485,88,1,94,0,1,0,2,0.0009995
446,4032.13333332589,90,1,95,0,1,0,2,0.000998
447,4034.7555555481,90,1,94,0,1,0,2,0.0020001
448,4052.26666665914,91,1,95,0,1,0,1,0.0009993
449,4054.88888888135,91,1,94,1,1,0,1,0.0010024
450,4064.97777777019,91,1,95,0,1,0,1,0.0010017
451,4072.39999999238,91,1,94,1,0,1,2,0.0019995
452,4075.06666665904,90,1,94,0,0,1,1,0.0009996
453,4082.48888888123,90,1,94,0,1,0,1,0.0009982
454,4085.15555554788,89,1,94,0,1,0,3,0.0010022
455,4102.5777777701,91,1,95,0,0,1,2,0.0009996
456,4112.6222222146,90,1,94,0,1,0,2,0.0009984
457,4115.24444443684,91,1,94,0,1,0,1,0.0009999
458,4122.6666666591,90,1,94,0,1,0,2,0.0010007
459,4135.2888888814,91,1,94,0,1,0,2,0.0010002
460,4142.71111110367,92,1,94,1,1,0,1,0.0019657
461,4155.33333332596,89,1,95,1,0,1,2,0.0019993
462,4162.75555554823,92,1,95,0,0,1,1,0.0010118
463,4165.37777777047,88,1,95,0,0,1,2,0.0010007
464,4172.79999999273,91,1,95,0,1,0,4,0.0010002
465,4175.42222221497,87,1,95,0,1,0,3,0.0009994
466,4192.8444444373,90,1,96,0,0,1,2,0.0010001
467,4195.46666665953,87,1,96,0,0,1,2,0.0009997
468,4205.51111110404,87,1,95,0,1,0,2,0.0009984
469,4212.88888888186,90,1,96,0,1,0,1,0.0009986
470,4225.5555555486,87,1,96,0,1,0,2,0.001001
471,4232.93333332642,90,1,97,0,0,1,1,0.0009985
472,4242.97777777093,90,1,97,0,1,0,2,0.0010295
473,4255.59999999322,89,1,97,1,0,1,1,0.0020045
474,4263.02222221549,90,1,97,1,0,1,2,0.0030303
