#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness
46.31;2;46.31;46.31;-7153.69
55.23;5;55.23;55.23;-7144.77
56.44;7;56.44;56.44;-7143.56
59.04;3;59.04;59.04;-7140.96
60.57;6;60.57;60.57;-7139.43
66.37;2;66.37;66.37;-3533.63
66.83;7;66.83;66.83;-7133.17
70.74;1;70.74;70.74;-7129.26
70.74;6;70.74;70.74;-7129.26
73.21;8;73.21;73.21;-7126.79
75.11;5;75.11;75.11;-3524.89
76.62;2;76.62;76.62;-7123.38
79.19;3;79.19;79.19;-3520.81
80.66;1;80.66;80.66;-7119.34
85.7;4;85.7;85.7;-7114.3
90.67;6;90.67;90.67;-3509.33
91.25;1;91.25;91.25;-7108.75
91.42;0;91.42;91.42;-7108.59
93.41;8;93.41;93.41;-3506.59
95.69;5;95.69;95.69;-7104.31
99.3;3;99.3;99.3;-3500.7
101.21;1;101.21;101.21;-7098.79
105.69;4;105.69;105.69;-7094.31
105.69;5;105.69;50.41;-7094.31
106.86;2;106.86;106.86;-3493.14
106.99;7;106.99;50.35;-3493.01
109.39;3;109.39;109.39;-3490.61
111.17;6;111.17;50.55;-7088.83
111.5;0;111.5;111.5;-7088.5
113.5;8;113.5;113.5;-3486.5
115.91;4;115.91;115.91;-3484.09
115.91;5;115.91;40.59;-7084.09
117.04;7;117.04;50.13;-3482.97
119.3;3;119.3;119.3;-7080.7
121.17;1;121.17;121.17;-7078.83
121.42;0;121.42;121.42;-7078.59
126.1;5;126.1;126.1;-7073.9
126.77;2;126.77;126.77;-7073.23
129.61;3;129.61;129.61;-7070.39
131.73;1;131.73;131.73;-7068.27
131.78;0;131.78;131.78;-7068.22
133.99;8;133.99;133.99;-3466.01
136.09;4;136.09;136.09;-7063.91
137.08;7;45.48;30.05;-7154.52
141.61;1;141.61;70.83;-3458.39
146.13;4;146.13;146.13;-7053.87
146.13;5;146.13;146.13;-7053.87
147.02;2;147.02;147.02;-7052.98
151.1;6;151.1;80.32;-7048.9
151.84;0;151.84;151.84;-7048.16
154.1;8;154.1;154.05;-7045.9
156.34;4;156.34;156.34;-7043.66
156.34;5;156.34;156.34;-7043.66
156.93;2;156.93;110.57;-7043.07
156.93;7;86.15;39.85;-3513.85
161.84;1;161.84;80.98;-7038.16
162;0;162;162;-7038
166.56;5;166.56;70.82;-7033.44
166.99;2;106.37;100.58;-7093.63
166.99;7;166.99;29.86;-7033.01
171.53;6;171.53;171.53;-7028.47
171.8;1;80.34;80.2;-7119.66
172.24;0;172.24;80.78;-7027.76
176.58;4;176.58;90.83;-3423.42
176.62;5;176.62;70.83;-7023.38
182.02;1;86.27;80.65;-7113.73
186.65;4;186.65;80.86;-7013.35
186.87;5;186.87;70.92;-7013.13
187.64;7;187.64;187.64;-3412.36
192.12;1;65.98;65.94;-7134.02
196.99;5;196.99;70.85;-7003.01
197.94;7;197.94;197.94;-3402.06
201.48;6;201.48;201.48;-6998.52
206.8;4;206.8;90.85;-6993.2
207.73;7;207.73;207.73;-6992.27
211.59;6;211.59;211.59;-6988.41
214.43;0;214.43;93.68;-6985.57
216.85;4;100.9;80.71;-7099.1
217.04;5;217.04;70.85;-6982.96
218.13;7;218.13;218.13;-6981.87
226.95;4;74.95;74.9;-7125.05
232.3;1;232.3;94.8;-3367.7
238.47;2;238.47;129.21;-6961.53
241.72;6;241.72;150.86;-6958.28
242.41;1;242.41;100.46;-3357.59
244.68;0;244.68;122.9;-6955.32
247.03;5;90.1;89.86;-3509.9
251.85;6;251.85;140.64;-3348.15
252.3;1;64.3;59.97;-7135.7
257.02;4;94.98;94.76;-3505.02
259;2;153.21;149.74;-7046.79
261.65;6;150.43;110.23;-7049.57
264.89;0;264.89;132.93;-6935.11
269.28;2;148.54;142.25;-7051.46
272.51;1;145.48;109.78;-7054.52
282.25;3;156.06;125.33;-3443.94
282.66;1;282.66;110.62;-6917.34
284.95;0;284.95;132.95;-6915.05
287.04;4;230.4;99.04;-3369.6
289.32;2;289.32;142.24;-6910.68
292.33;3;170.55;135.4;-7029.45
292.76;1;183.5;110.52;-7016.5
295.09;0;295.09;133.04;-6904.91
302.3;3;155.22;145.38;-7044.78
305.16;0;305.16;132.87;-6894.84
307.52;4;240.62;119.52;-6959.39
309.24;2;152.31;152.07;-7047.69
312.56;3;312.56;155.63;-6887.44
313.04;1;171.09;80.67;-7028.91
315;0;152.27;94.74;-3447.73
318.57;5;181.06;96.06;-7018.94
325.26;0;98.22;80.46;-7101.78
328.72;5;328.72;106.21;-3271.28
332.44;3;332.44;175.52;-6867.56
335.49;0;163.45;70.56;-7036.55
337.74;4;186.32;130.89;-7013.68
339.56;2;339.56;172.27;-6860.44
345.52;0;72.87;60.52;-3527.13
347.46;4;347.46;130.56;-6852.54
349.39;5;192.47;126.88;-7007.53
349.98;2;127.47;111.22;-3472.53
352.64;3;352.64;195.71;-6847.36
355.6;0;355.6;60.47;-6844.4
357.87;4;137.61;130.83;-7062.39
363.13;1;363.13;120.67;-3236.87
369.81;5;252.73;147.29;-3347.27
375.6;0;133.14;70.4;-7066.86
380.27;2;108.66;90.78;-7091.34
382.12;6;110.52;109.07;-3489.48
383.17;1;160.66;119.06;-7039.34
385.81;0;72.53;70.54;-7127.47
387.63;4;165.12;130.46;-7034.88
390.02;5;233.09;167.5;-6966.91
390.77;2;109.38;81.24;-7090.62
392.65;6;160.27;119.59;-3439.73
395.84;0;55.84;55.79;-7144.16
400.06;5;400.06;152.89;-3199.94
410.83;2;410.83;139.22;-3189.17
412.8;6;280.84;139.74;-6919.16
413.36;1;231.12;140.72;-6968.88
418.03;4;245.75;130.78;-6954.25
420.17;5;80.31;80.17;-3519.69
421;2;176.19;149.39;-3423.81
423.71;1;184.95;140.95;-7015.05
435.66;0;435.66;60.23;-6764.34
443.95;1;237.1;150.93;-6962.9
445.95;0;188.78;70.52;-7011.22
451.13;2;451.13;111.27;-6748.87
453.13;6;453.13;180.07;-6746.87
466.09;0;466.09;90.66;-6733.91
493.25;6;47.18;47.13;-7152.82
496.37;0;191.16;120.53;-7008.84
498.53;3;213.54;67.17;-3386.46
503.53;6;503.53;222.13;-6696.47
513.65;6;266.48;232.26;-6933.52
514.2;1;221.18;200.92;-6978.82
516.29;0;72.24;70.21;-7127.76
519.05;3;519.05;87.69;-6680.95
523.44;6;300.92;141.05;-6899.08
524.63;1;524.63;161.39;-6675.37
526.24;0;59.81;29.81;-7140.19
528.81;3;105.27;97.44;-3494.73
536.6;0;536.6;138.35;-6663.4
540.81;2;165.38;113.51;-7034.62
543.85;6;112.48;112.31;-7087.52
549.44;3;549.44;118.08;-6650.56
551.06;2;286.13;123.76;-6913.87
556.81;0;389.52;158.56;-6810.48
559.41;3;128.04;127.88;-7071.96
563.96;6;97.81;97.53;-7102.19
566.96;0;429.83;130.97;-6770.17
567.95;4;140.65;51.71;-7059.35
571.78;2;462.52;144.48;-6737.48
577.03;0;201.6;110.88;-6998.4
582;2;582;154.7;-6618
584.77;1;584.77;161.23;-6615.23
587.88;4;278.35;71.64;-6921.65
589.52;3;40.02;29.97;-7159.98
592.46;2;168.7;165.16;-7031.3
594.83;1;524.05;171.29;-6675.95
599.74;3;335.63;91.13;-6864.37
