#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.99;0;0;6;12;0/59.99,1/43.43,2/35.72,3/59.99,4/59.99,5/59.99;0/56.61,1/59.99,2/55.32,3/41.95,4/59.99,5/42.67,6/59.99,7/59.99,8/33,9/34.01,10/36.24,11/53.16;0/59.99,1/59.99,2/59.99,3/59.99,4/59.99,5/59.99;0/59.99,1/59.99,2/59.99,3/59.99,4/59.99,5/59.99,6/59.99,7/59.99,8/59.99,9/59.99,10/59.99,11/59.99;0/17,1/20,2/19,3/17,4/19,5/16;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/27,1/29,2/27,3/25,4/27,5/29;0/9,1/8,2/6,3/5,4/8,5/11,6/13,7/9,8/8,9/9,10/8,11/10;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/2,2/3,3/0,4/0,5/0;0/1,1/0,2/1,3/2,4/0,5/2,6/0,7/0,8/3,9/3,10/3,11/1
119.96;7;0;6;12;0/79.8,1/50.45,2/44.71,3/75.53,4/70.24,5/78.88;0/57.23,1/75.39,2/55.84,3/42.91,4/75.73,5/43.65,6/119.96,7/86.84,8/33.8,9/34.93,10/37.09,11/54.38;0/119.96,1/119.96,2/119.96,3/119.96,4/119.96,5/119.96;0/119.96,1/119.96,2/119.96,3/119.96,4/119.96,5/119.96,6/119.96,7/119.96,8/119.96,9/119.96,10/119.96,11/119.96;0/17,1/21,2/20,3/19,4/22,5/18;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/2,10/0,11/0;0/24,1/27,2/26,3/25,4/28,5/28;0/6,1/7,2/10,3/9,4/5,5/10,6/13,7/9,8/7,9/11,10/10,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/1,1/1,2/2,3/1,4/1,5/1;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/5,1/7,2/8,3/5,4/5,5/5;0/7,1/5,2/7,3/8,4/5,5/8,6/0,7/4,8/9,9/9,10/9,11/7
179.98;17;0;6;12;0/89.38,1/68.7,2/49.57,3/84.67,4/100.37,5/88.76;0/57.94,1/76.24,2/56.33,3/43.6,4/76.41,5/44.78,6/125.19,7/87.29,8/34.8,9/35.86,10/37.64,11/55.33;0/179.98,1/179.98,2/179.98,3/179.98,4/179.98,5/179.98;0/179.98,1/179.98,2/179.98,3/179.98,4/179.98,5/179.98,6/179.98,7/179.98,8/179.98,9/179.98,10/179.98,11/179.98;0/18,1/23,2/17,3/20,4/18,5/20;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/24,1/26,2/23,3/23,4/27,5/27;0/11,1/12,2/7,3/12,4/11,5/10,6/10,7/10,8/8,9/9,10/12,11/6;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/3,1/3,2/3,3/3,4/2,5/3;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/10,1/12,2/14,3/10,4/8,5/10;0/13,1/11,2/13,3/14,4/11,5/14,6/6,7/10,8/15,9/15,10/15,11/13
240;27;6;6;12;0/119.06,1/91.08,2/59.18,3/94.74,4/121.38,5/93.92;0/58.57,1/76.83,2/57.28,3/44.12,4/77,5/45.36,6/125.77,7/87.87,8/35.39,9/36.59,10/38.32,11/56.02;0/240,1/240,2/240,3/240,4/240,5/240;0/240,1/240,2/240,3/240,4/240,5/240,6/240,7/240,8/240,9/240,10/240,11/240;0/15,1/20,2/20,3/22,4/20,5/20;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/1,11/3;0/22,1/25,2/23,3/24,4/25,5/26;0/8,1/10,2/9,3/9,4/7,5/7,6/11,7/12,8/10,9/9,10/10,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/5,1/4,2/5,3/5,4/4,5/4;0/0,1/0,2/0,3/0,4/1,5/1,6/0,7/0,8/1,9/1,10/1,11/1;0/13,1/15,2/19,3/15,4/12,5/15;0/19,1/17,2/19,3/20,4/17,5/20,6/12,7/16,8/21,9/21,10/21,11/19
299.98;35;9;6;12;0/140.81,1/136.19,2/100.69,3/130.71,4/130.86,5/107.46;0/59.15,1/78.01,2/57.82,3/48.72,4/78.05,5/46.06,6/127.03,7/88.57,8/36.04,9/37.83,10/39.03,11/56.78;0/299.98,1/299.98,2/299.98,3/299.98,4/299.98,5/299.98;0/299.98,1/299.98,2/299.98,3/299.98,4/299.98,5/299.98,6/299.98,7/299.98,8/299.98,9/299.98,10/299.98,11/299.98;0/16,1/20,2/18,3/20,4/19,5/20;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/22,1/25,2/23,3/24,4/23,5/25;0/9,1/10,2/7,3/10,4/8,5/12,6/12,7/10,8/7,9/12,10/9,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/6,1/5,2/6,3/6,4/5,5/7;0/0,1/0,2/1,3/1,4/1,5/1,6/0,7/1,8/1,9/1,10/1,11/1;0/16,1/17,2/21,3/17,4/17,5/20;0/25,1/23,2/25,3/26,4/23,5/26,6/18,7/22,8/27,9/27,10/27,11/25
359.97;47;14;6;12;0/158.7,1/153.17,2/111.03,3/150.81,4/151.11,5/130.97;0/59.75,1/78.79,2/58.67,3/49.32,4/78.96,5/46.78,6/127.49,7/89.05,8/36.81,9/38.39,10/39.54,11/66.63;0/359.97,1/359.97,2/359.97,3/359.97,4/359.97,5/359.97;0/359.97,1/359.97,2/359.97,3/359.97,4/359.97,5/359.97,6/359.97,7/359.97,8/359.97,9/359.97,10/359.97,11/359.97;0/14,1/19,2/19,3/18,4/17,5/18;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/19,1/24,2/22,3/22,4/21,5/24;0/9,1/8,2/12,3/11,4/10,5/11,6/8,7/7,8/7,9/8,10/12,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/9,1/7,2/8,3/8,4/7,5/8;0/1,1/1,2/1,3/1,4/2,5/1,6/1,7/1,8/1,9/1,10/1,11/2;0/21,1/21,2/25,3/21,4/21,5/23;0/31,1/29,2/31,3/32,4/29,5/32,6/24,7/28,8/33,9/33,10/33,11/30
419.97;56;18;6;12;0/181.28,1/181.67,2/140.83,3/180.99,4/191.36,5/147.61;0/60.5,1/79.43,2/59.21,3/49.76,4/79.46,5/47.47,6/128.06,7/89.82,8/38.18,9/38.95,10/40.02,11/67.36;0/419.97,1/419.97,2/419.97,3/419.97,4/419.97,5/419.97;0/419.97,1/419.97,2/419.97,3/419.97,4/419.97,5/419.97,6/419.97,7/419.97,8/419.97,9/419.97,10/419.97,11/419.97;0/17,1/21,2/20,3/19,4/17,5/21;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/6,10/0,11/0;0/23,1/25,2/24,3/24,4/21,5/26;0/12,1/9,2/15,3/11,4/10,5/8,6/7,7/9,8/6,9/8,10/8,11/6;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/10,1/8,2/9,3/10,4/8,5/11;0/1,1/1,2/1,3/2,4/2,5/1,6/1,7/1,8/2,9/2,10/2,11/2;0/24,1/24,2/28,3/25,4/23,5/28;0/37,1/35,2/37,3/38,4/35,5/38,6/30,7/34,8/39,9/39,10/39,11/36
479.94;66;24;6;12;0/201.65,1/201.77,2/161.01,3/201.21,4/219.4,5/190.14;0/61.39,1/80.17,2/59.59,3/50.26,4/80.08,5/48.67,6/137.11,7/90.39,8/43.63,9/72.69,10/40.62,11/68.13;0/479.94,1/479.94,2/479.94,3/479.94,4/479.94,5/479.94;0/479.94,1/479.94,2/479.94,3/479.94,4/479.94,5/479.94,6/479.94,7/479.94,8/479.94,9/479.94,10/479.94,11/479.94;0/17,1/21,2/21,3/19,4/19,5/18;0/0,1/0,2/0,3/0,4/2,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/22,1/25,2/25,3/23,4/21,5/25;0/13,1/16,2/13,3/10,4/8,5/7,6/10,7/12,8/11,9/12,10/10,11/7;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/12,1/10,2/11,3/11,4/10,5/12;0/2,1/2,2/2,3/2,4/3,5/2,6/2,7/1,8/2,9/2,10/2,11/2;0/28,1/28,2/32,3/28,4/27,5/30;0/43,1/41,2/43,3/44,4/41,5/44,6/35,7/40,8/44,9/41,10/45,11/42
539.98;75;29;6;12;0/219.33,1/261.8,2/204.68,3/221.53,4/261.98,5/203.86;0/62.12,1/81.09,2/60.09,3/50.75,4/81.04,5/49.18,6/137.85,7/90.92,8/71.9,9/76.57,10/41.14,11/69.07;0/539.98,1/539.98,2/539.98,3/539.98,4/539.98,5/539.98;0/539.98,1/539.98,2/539.98,3/539.98,4/539.98,5/539.98,6/539.98,7/539.98,8/539.98,9/539.98,10/539.98,11/539.98;0/17,1/19,2/20,3/19,4/18,5/19;0/0,1/0,2/0,3/0,4/2,5/1,6/0,7/10,8/0,9/0,10/0,11/0;0/20,1/25,2/24,3/22,4/21,5/24;0/9,1/13,2/15,3/11,4/10,5/9,6/9,7/16,8/11,9/13,10/7,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/15,1/10,2/12,3/13,4/11,5/14;0/2,1/2,2/2,3/2,4/3,5/2,6/3,7/2,8/3,9/3,10/2,11/3;0/33,1/28,2/34,3/32,4/28,5/34;0/49,1/47,2/49,3/50,4/47,5/50,6/41,7/46,8/48,9/47,10/51,11/48
599.88;84;34;6;12;0/258.57,1/279.52,2/241.32,3/275.44,4/301.52,5/221.58;0/62.72,1/81.57,2/60.46,3/51.12,4/100.63,5/49.82,6/138.34,7/91.54,8/72.3,9/77.44,10/42.37,11/73.25;0/599.88,1/599.88,2/599.88,3/599.88,4/599.88,5/599.88;0/599.88,1/599.88,2/599.88,3/599.88,4/599.88,5/599.88,6/599.88,7/599.88,8/599.88,9/599.88,10/599.88,11/599.88;0/17,1/20,2/19,3/18,4/18,5/17;0/0,1/0,2/0,3/0,4/0,5/3,6/0,7/4,8/0,9/0,10/0,11/0;0/20,1/23,2/23,3/21,4/20,5/21;0/10,1/10,2/12,3/11,4/10,5/11,6/8,7/15,8/15,9/12,10/15,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/16,1/13,2/13,3/14,4/12,5/16;0/3,1/3,2/2,3/2,4/4,5/3,6/3,7/2,8/3,9/3,10/3,11/3;0/35,1/33,2/36,3/33,4/30,5/39;0/55,1/53,2/55,3/56,4/51,5/56,6/47,7/52,8/54,9/53,10/57,11/53
