#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness
32.44;0;32.44;32.44;-7167.56
36.27;1;36.27;36.27;-7163.73
42.53;0;42.53;42.53;-7157.47
46.36;1;46.36;46.36;-7153.64
52.62;0;52.62;52.62;-7147.38
86.44;1;86.44;40.04;-3513.56
96.49;1;96.49;96.49;-7103.51
102.76;0;102.76;60.18;-3497.24
106.53;1;106.53;106.53;-3493.47
116.58;1;116.58;116.58;-7083.42
126.62;1;126.62;126.62;-7073.38
132.84;0;132.84;50.09;-7067.16
136.67;1;136.67;100.36;-7063.33
142.89;0;56.4;40.09;-7143.6
156.71;1;156.71;70.22;-7043.29
172.93;0;172.93;172.93;-7027.07
176.76;1;176.76;80.22;-7023.24
182.98;0;182.98;182.98;-7017.02
193.02;0;193.02;193.02;-7006.98
196.8;1;196.8;90.22;-3403.2
216.84;1;216.84;100.22;-3383.16
223.07;0;223.07;80.13;-3376.93
243.11;0;243.11;70.13;-6956.89
263.2;0;263.2;80.18;-3336.8
293.42;0;293.42;70.31;-3306.58
307.29;1;130.49;110.44;-7069.51
313.6;0;313.6;190.76;-6886.4
317.38;1;317.38;100.49;-6882.62
343.82;0;343.82;80.58;-6856.18
347.56;1;347.56;-Infinity;-6852.44
353.91;0;353.91;70.53;-6846.09
364;0;107.02;70.53;-3492.98
367.69;1;321.29;110.71;-3278.71
387.82;1;335.16;110.71;-6864.84
397.91;1;397.91;100.67;-6802.09
434.4;0;90.53;80.44;-7109.47
444.49;0;80.44;60.31;-7119.56
454.58;0;454.58;140.93;-6745.42
474.71;0;474.71;130.84;-6725.29
498.44;1;498.44;-Infinity;-6701.56
524.93;0;524.93;201.2;-6675.07
534.98;0;534.98;170.93;-6665.02
548.53;1;548.53;231.11;-3051.47
568.58;1;568.58;70.09;-6631.42
595.02;0;595.02;70.04;-6604.98
598.62;1;598.62;50.04;-3001.38
615.07;0;180.62;80.04;-7019.38
628.67;1;455.69;30;-6744.31
635.11;0;635.11;40.04;-6564.89
638.71;1;638.71;291.11;-6561.29
645.16;0;361.78;30.04;-6838.22
648.76;1;648.76;260.89;-6551.24
655.2;0;655.2;20.04;-2944.8
665.24;0;558.67;230.8;-6641.33
