idx;bot_id;task_id;trip_id;src_id;dest_id;path_nodes;path_len_m;expected_sec;actual_sec;gap_sec;abs_err_sec;rel_err_pct;stop_go_count;queue_stop_go_count;conflict_wait_sec
0;14;20103398;1;147;16;19;18;14.7107864376269;14.8219025359983;0.111116098371367;0.111116098371367;0.755337580641895;0;0;0.488888888888887
1;4;39516413;1;178;24;15;14;16.9142135623731;18.1107914248871;1.19657786251403;1.19657786251403;7.07439254034195;0;0;2.13333333333333
2;13;30639779;1;176;20;7;6;8.83088022903976;9.40277777777899;0.571897548739232;0.571897548739232;6.47611035260771;0;0;0.266666666666708
3;3;19346796;1;231;24;19;18;15.3357864376269;20.8089826803046;5.47319624267769;5.47319624267769;35.6890483897781;0;0;0.222222222222257
4;5;52964449;1;114;16;14;13;12.0024531042936;17.4756493469708;5.47319624267718;5.47319624267718;45.6006467604467;0;0;0.177777777777806
5;12;2320967;1;94;24;21;20;20.2892135623731;18.8978715691827;-1.39134199319038;1.39134199319038;6.85754521195768;0;0;0.177777777777692
6;14;10263773;2;111;16;11;10;10.6274531042936;16.0978715691841;5.47041846489049;5.47041846489049;51.4744070023739;0;0;0.222222222222115
7;11;16619954;1;177;24;16;15;16.9607864376269;22.4534271247365;5.49264068710965;5.49264068710965;32.3843514409474;0;0;0.266666666666538
8;13;60390938;2;240;20;21;20;23.034307353786;22.7805555555453;-0.253751798240621;0.253751798240621;1.10162547691678;0;0;0.222222222222115
9;5;19562430;2;235;28;18;17;21.0441197709602;20.7805555555528;-0.26356421540746;0.26356421540746;1.25243639684642;0;0;0.222222222222229
10;3;51826478;2;113;16;13;12;11.3357864376269;16.8089826803132;5.47319624268629;5.47319624268629;48.2824572675354;0;0;0.177777777777919
11;12;23477058;2;149;24;16;15;18.2107864376269;27.075649346988;8.86486290936113;8.86486290936113;48.6791876876039;1;0;2.31111111111295
12;4;36592919;2;225;24;13;12;11.3357864376269;16.8089826803132;5.47319624268629;5.47319624268629;48.2824572675354;0;0;0.177777777777919
13;5;23192694;3;281;20;23;22;21.6274531042936;21.3138888889046;-0.313564215389015;0.313564215389015;1.44984346458606;0;0;0.177777777777919
