#TimeStamp;Bot;Pod;OutputStation
41.92;4;482;4
42.12;24;361;9
43.66;10;844;8
52.09;4;482;4
53.68;10;844;8
55.93;13;854;11
57.57;39;35;2
68.92;9;696;11
71.39;23;665;9
74.37;36;1012;10
78.93;9;696;11
80.11;40;628;1
80.47;27;874;0
81.19;23;665;9
82.44;17;471;3
88.98;0;583;10
91.5;23;665;9
92.28;17;471;3
92.49;26;935;8
96.92;16;150;6
98.92;32;536;5
99.01;0;583;10
99.33;30;928;0
101.56;23;665;9
102.42;34;174;3
102.58;26;935;8
106.97;6;1092;11
108.96;32;536;5
109.04;0;583;10
111.88;23;665;9
112.51;26;935;8
115.64;41;766;6
119.04;32;536;5
119.09;0;583;10
121.75;23;665;9
122.5;26;935;8
124.74;29;820;7
125.64;28;708;2
126.58;21;605;0
129.08;32;536;5
129.17;14;324;10
129.83;5;891;6
131.83;23;665;9
132.52;26;935;8
136.72;21;605;0
138.74;43;668;4
139.1;32;536;5
139.14;14;324;10
139.88;5;891;6
140.7;2;568;7
141.81;23;665;9
142.44;26;935;8
147.56;8;298;1
148.72;43;668;4
149.14;32;536;5
149.18;14;324;10
149.92;5;891;6
150.73;2;568;7
151.83;23;665;9
152.5;26;935;8
157.61;8;298;1
158.79;43;668;4
159.12;22;931;5
159.18;14;324;10
159.7;5;891;6
160.75;2;568;7
167.67;8;298;1
168.85;43;668;4
169.13;22;931;5
169.93;5;891;6
174.66;39;370;2
175.39;13;867;11
177.7;8;298;1
178.89;43;668;4
179.17;22;931;5
179.94;5;891;6
184.17;10;291;8
184.66;39;370;2
185.44;13;867;11
186.06;36;854;10
187.73;8;298;1
188.9;11;1080;4
189.21;37;611;5
189.97;5;891;6
194.22;10;291;8
195.44;13;867;11
196.09;36;854;10
197.44;24;1017;9
197.73;8;298;1
198.65;11;1080;4
200.03;5;891;6
204.31;10;291;8
205.48;13;867;11
207.77;8;298;1
208.91;11;1080;4
210.08;5;891;6
214.52;10;291;8
215.52;13;867;11
217.9;8;298;1
218.88;11;1080;4
224.36;10;291;8
225.52;13;867;11
228.57;4;887;4
230.39;40;391;1
234.25;10;291;8
235.53;9;988;11
240.34;40;391;1
245.6;9;988;11
245.75;17;353;3
249.77;27;233;0
250.48;40;391;1
255.61;9;988;11
255.79;17;353;3
256.03;16;453;6
259.62;27;233;0
260.5;40;391;1
261.51;22;628;5
265.68;34;932;3
265.68;6;1129;11
266.01;16;453;6
269.81;27;233;0
270.34;40;391;1
275.85;6;1129;11
276.11;32;583;5
276.31;16;453;6
279.79;27;233;0
280.5;40;391;1
281.01;29;150;7
283.21;28;486;2
286.08;6;1129;11
286.12;32;583;5
286.38;16;453;6
289.58;23;441;9
289.88;27;233;0
290.8;0;361;10
290.85;29;150;7
293.22;39;156;2
296.09;6;1129;11
296.17;32;583;5
296.43;16;453;6
299.52;23;441;9
300.01;27;233;0
300.85;0;361;10
305.39;2;582;7
306.14;32;583;5
306.14;6;1129;11
306.33;16;453;6
309.67;23;441;9
310.96;0;361;10
311.45;30;492;0
314.34;43;89;4
315.43;2;582;7
316.19;32;583;5
316.19;6;1129;11
316.28;41;205;6
319.52;23;441;9
320.81;0;361;10
321.46;30;492;0
322.57;8;1200;1
325.43;2;582;7
326.19;32;583;5
326.23;6;1129;11
329.72;23;441;9
330.44;26;512;8
331;14;1001;10
331.53;30;492;0
335.48;2;582;7
336.07;32;583;5
336.23;6;1129;11
339.74;24;58;9
340.24;26;512;8
341.05;14;1001;10
341.39;30;492;0
345.57;2;582;7
