#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;59;0;0;0;0;0;0;0;0;0
600;0.71;61;0;0;0;0;0;0;0;0;0
1199.96;0.71;64;0;0;0;0;0;0;0;0;0
1799.96;0.73;67;0;0;0;0;0;0;0;0;0
2400;0.76;70;0;0;0;0;0;0;0;0;0
3000;0.78;72;0;0;0;0;0;0;0;0;0
3600;0.79;73;0;0;0;0;0;0;0;0;0
4200;0.81;74;0;0;0;0;0;0;0;0;0
4800;0.81;76;0;0;0;0;0;0;0;0;0
5400;0.81;76;0;0;0;0;0;0;0;0;0
5999.96;0.8;77;0;0;0;0;0;0;0;0;0
6599.96;0.81;80;0;0;0;0;0;0;0;0;0
7199.96;0.82;82;0;0;0;0;0;0;0;0;0
7799.96;0.82;85;0;0;0;0;0;0;0;0;0
8399.96;0.84;85;0;0;0;0;0;0;0;0;0
8999.96;0.83;88;0;0;0;0;0;0;0;0;0
9600;0.84;90;0;0;0;0;0;0;0;0;0
10200;0.83;90;0;0;0;0;0;0;0;0;0
10800;0.84;91;0;0;0;0;0;0;0;0;0
11400;0.85;93;0;0;0;0;0;0;0;0;0
12000;0.85;93;0;0;0;0;0;0;0;0;0
12600;0.84;94;0;0;0;0;0;0;0;0;0
13200;0.83;94;0;0;0;0;0;0;0;0;0
13800;0.82;95;0;0;0;0;0;0;0;0;0
14400;0.8;95;0;0;0;0;0;0;0;0;0
